,Age,Attrition,Business_travel,Daily_rate,Distance_from_home,Education,Education_field,Employee_count,Employee_number,Environment_satisfaction,Gender,Hourly_rate,Job_involvement,Job_level,Job_role,Job_satisfaction,Marital_status,Monthly_rate,Num_companies_worked,Over_18,Over_time,Percent_salary_hike,Performance_rating,Relationship_satisfaction,Stock_option_level,Total_working_years,Training_times_last_year,Work_life_balance,Years_at_company,Years_since_last_promotion,Years_with_curr_manager,Date_birth,Remote_work
547,34,No,Unknown,1400.0,9.0,1,Life sciences,1.0,Unknown,2,Female,70.0,3,2,Sales executive,3,Married,5829.0,1,Unknown,Unknown,20.0,4.0,1,0,11.32,3,2.0,6,1,3,1989,No
548,28,No,Travel_rarely,1179.0,19.0,4,Medical,1.0,Unknown,4,Male,78.0,2,1,Laboratory technician,1,Married,12449.0,1,Yes,Unknown,12.0,3.0,3,3,6.0,2,3.0,6,3,3,1995,No
549,44,No,Unknown,1117.0,2.0,1,Life sciences,1.0,Unknown,1,Female,72.0,4,1,Research scientist,4,Married,19982.0,1,Yes,Unknown,13.0,3.0,4,1,10.0,5,3.0,10,7,7,1979,No
550,31,No,Travel_rarely,1332.0,11.0,2,Unknown,1.0,1251,3,Male,80.0,3,2,Healthcare representative,1,Married,17089.0,1,Unknown,Yes,12.0,3.15,4,0,6.0,2,2.0,6,0,1,1992,No
551,26,No,Unknown,583.0,4.0,2,Life sciences,1.0,Unknown,3,Male,53.0,3,1,Research scientist,4,Unknown,9973.0,1,Unknown,Yes,20.0,4.0,2,0,11.32,2,2.0,8,2,2,1997,No
552,47,No,Travel_rarely,465.0,1.0,3,Unknown,1.0,1438,1,Male,74.0,3,1,Research scientist,4,Unknown,10205.0,7,Yes,No,12.0,3.0,3,1,17.0,2,2.0,6,1,2,1976,Unknown
553,37,No,Unknown,1413.0,5.0,2,Unknown,1.0,Unknown,3,Male,84.0,4,1,Laboratory technician,3,Single,25470.0,0,Unknown,No,14.0,3.0,1,0,7.0,2,1.0,6,1,3,1986,No
554,32,No,Unknown,1200.0,1.0,4,Unknown,1.0,1574,4,Male,66.03,3,2,Research scientist,1,Married,25174.0,4,Unknown,Unknown,14.0,3.0,2,1,9.0,3,2.0,6,1,2,1991,Unknown
555,32,No,Unknown,977.0,2.0,3,Medical,1.0,1671,4,Male,45.0,3,2,Research scientist,2,Divorced,25518.0,0,Yes,No,13.0,3.0,3,2,10.0,4,2.0,9,1,6,1991,Yes
556,33,No,Non-travel,530.0,16.0,3,Life sciences,1.0,Unknown,3,Female,36.0,3,2,Sales executive,4,Unknown,16130.0,1,Yes,Yes,25.0,4.0,3,1,7.0,2,3.0,6,1,2,1990,No
557,47,Yes,Unknown,1093.0,9.0,3,Unknown,1.0,Unknown,3,Male,82.0,1,4,Sales executive,3,Married,24164.0,7,Unknown,No,11.0,3.15,3,0,25.0,3,1.0,23,14,10,1976,Yes
558,41,Yes,Unknown,1102.0,1.0,2,Unknown,1.0,Unknown,2,Female,94.0,3,2,Sales executive,4,Unknown,19479.0,8,Unknown,Yes,11.0,3.0,1,0,8.0,0,1.0,6,0,5,1982,No
559,35,No,Travel_rarely,809.0,16.0,3,Medical,1.0,Unknown,1,Male,84.0,4,1,Laboratory technician,2,Married,16479.0,0,Unknown,Unknown,13.0,3.0,3,1,6.0,5,3.0,5,0,3,1988,No
560,29,No,Travel_rarely,1328.0,2.0,3,Life sciences,1.0,94,3,Male,76.0,3,1,Research scientist,2,Married,4956.0,0,Yes,No,23.0,4.0,4,1,11.32,3,3.0,5,0,4,1994,No
561,32,No,Travel_rarely,548.0,1.0,3,Life sciences,1.0,Unknown,2,Male,66.0,3,2,Research scientist,2,Unknown,7346.0,1,Yes,No,17.0,3.0,2,2,10.0,3,3.0,10,0,9,1991,Yes
562,35,No,Travel_rarely,1214.0,1.0,3,Medical,1.0,Unknown,2,Male,30.0,2,1,Research scientist,3,Single,26278.0,1,Unknown,No,18.0,3.0,1,0,6.0,3,3.0,6,0,4,1988,No
563,56,No,Unknown,802.09,13.0,3,Unknown,1.0,112,4,Male,66.03,1,3,Manufacturing director,4,Unknown,21698.0,4,Unknown,No,11.0,3.0,1,0,37.0,3,2.0,6,0,2,1967,Yes
564,28,No,Unknown,120.0,4.0,3,Medical,1.0,129,2,Male,43.0,3,2,Sales executive,3,Unknown,8863.0,1,Yes,Unknown,15.0,3.0,2,0,5.0,3,4.0,5,0,4,1995,Yes
565,25,Yes,Travel_rarely,240.0,5.0,3,Unknown,1.0,142,3,Male,46.0,2,2,Sales executive,3,Single,26959.0,1,Yes,Yes,11.0,3.0,4,0,11.32,1,3.0,6,0,3,1998,Yes
566,56,Yes,Unknown,441.0,14.0,4,Life sciences,1.0,161,2,Female,72.0,3,1,Research scientist,2,Unknown,4510.0,9,Yes,Unknown,18.0,3.0,1,3,7.0,2,3.0,5,4,3,1967,Yes
567,26,No,Unknown,841.0,6.0,3,Unknown,1.0,164,3,Female,46.0,2,1,Research scientist,2,Married,23300.0,1,Unknown,Unknown,19.0,3.0,3,0,5.0,3,2.0,5,4,3,1997,No
568,32,Yes,Unknown,1033.0,9.0,3,Medical,1.0,190,1,Female,41.0,3,1,Laboratory technician,1,Unknown,10224.0,7,Unknown,No,22.0,4.0,1,0,11.32,2,4.0,5,0,4,1991,No
569,30,No,Travel_rarely,802.09,18.0,3,Life sciences,1.0,194,1,Female,75.0,3,1,Research scientist,3,Single,23910.0,1,Unknown,No,14.0,3.0,3,0,11.32,4,2.0,5,0,4,1993,Unknown
570,50,No,Travel_rarely,1452.0,11.0,3,Unknown,1.0,226,3,Female,53.0,3,5,Manager,2,Unknown,17053.0,3,Yes,Unknown,15.0,3.0,2,0,11.32,5,3.0,5,4,4,1973,No
571,32,No,Unknown,120.0,6.0,5,Life sciences,1.0,231,3,Male,43.0,3,1,Research scientist,3,Unknown,12430.0,3,Yes,No,20.0,4.0,1,0,8.0,2,2.76,5,1,4,1991,No
572,45,No,Travel_rarely,1268.0,4.0,2,Unknown,1.0,240,3,Female,30.0,3,2,Sales executive,1,Unknown,6319.0,4,Yes,Unknown,11.0,3.0,1,1,9.0,3,4.0,5,0,3,1978,No
573,43,No,Unknown,802.09,7.0,3,Unknown,1.0,262,4,Male,37.0,4,1,Research scientist,4,Divorced,5228.0,4,Unknown,No,14.0,3.0,4,3,7.0,3,4.0,5,2,2,1980,Unknown
574,29,Yes,Unknown,121.0,27.0,3,Marketing,1.0,283,2,Female,35.0,3,3,Sales executive,4,Married,24525.0,1,Unknown,Unknown,22.0,4.0,4,3,10.0,3,2.0,10,1,9,1994,Yes
575,31,No,Non-travel,802.09,1.0,4,Medical,1.0,308,3,Male,90.0,1,2,Manufacturing director,3,Unknown,4381.0,0,Yes,Unknown,12.0,3.0,4,1,6.0,2,3.0,5,1,4,1992,Yes
576,33,Yes,Unknown,813.0,14.0,3,Unknown,1.0,325,3,Male,58.0,3,1,Laboratory technician,4,Married,22149.0,5,Unknown,Yes,13.0,3.0,3,1,8.0,2,1.0,5,0,4,1990,No
577,31,Yes,Unknown,307.0,29.0,2,Unknown,1.0,355,3,Male,71.0,2,1,Laboratory technician,2,Unknown,11652.0,0,Yes,No,11.0,3.0,2,0,11.32,2,4.0,5,1,4,1992,Yes
578,37,No,Unknown,228.0,6.0,4,Unknown,1.0,378,3,Male,66.03,3,2,Sales executive,4,Unknown,22825.0,4,Unknown,No,14.0,3.0,2,1,11.32,5,4.0,5,0,1,1986,Yes
579,50,No,Unknown,797.0,4.0,1,Unknown,1.0,Unknown,1,Male,96.0,3,5,Research director,2,Divorced,15815.0,3,Unknown,No,14.0,3.0,1,2,28.0,4,2.0,10,1,6,1973,No
580,42,No,Travel_frequently,555.0,26.0,3,Unknown,1.0,Unknown,3,Female,77.0,3,4,Sales executive,2,Married,14864.0,5,Unknown,Unknown,14.0,3.0,4,1,11.32,2,2.76,20,4,8,1981,Unknown
581,27,No,Unknown,1377.0,2.0,3,Unknown,1.0,Unknown,4,Male,74.0,3,2,Sales executive,3,Unknown,5242.0,1,Unknown,Yes,11.0,3.0,1,0,5.0,3,3.0,5,0,4,1996,Yes
582,27,No,Non-travel,210.0,1.0,1,Marketing,1.0,449,3,Male,73.0,3,2,Sales executive,2,Unknown,22107.0,0,Yes,Yes,13.0,3.0,4,1,11.32,0,2.76,5,1,4,1996,Yes
583,41,No,Travel_rarely,483.0,6.0,3,Unknown,1.0,466,4,Male,66.03,2,2,Manufacturing director,2,Single,10110.0,6,Unknown,Yes,15.0,3.0,4,0,11.32,3,3.0,5,1,2,1982,Yes
584,37,No,Travel_rarely,921.0,10.0,3,Medical,1.0,486,3,Female,98.0,3,1,Laboratory technician,1,Unknown,17663.0,6,Unknown,No,20.0,4.0,2,1,11.32,3,3.0,5,0,3,1986,Unknown
585,40,Yes,Unknown,575.0,22.0,2,Unknown,1.0,492,2,Male,68.0,2,2,Sales executive,3,Unknown,6110.0,2,Yes,Yes,12.0,3.0,1,2,8.0,6,3.0,6,1,0,1983,Yes
586,55,No,Unknown,1311.0,2.0,3,Unknown,1.0,505,3,Female,97.0,3,4,Manager,4,Single,23258.0,2,Yes,Yes,13.0,3.0,3,0,11.32,2,3.0,5,1,2,1968,No
587,26,Yes,Travel_frequently,575.0,3.0,1,Unknown,1.0,510,3,Male,73.0,3,1,Research scientist,1,Unknown,6582.0,0,Unknown,Unknown,22.0,4.0,3,0,11.32,2,3.0,6,0,4,1997,Yes
588,40,No,Travel_rarely,759.0,2.0,2,Marketing,1.0,Unknown,4,Female,46.0,3,2,Sales executive,2,Divorced,22553.0,7,Yes,Unknown,12.0,3.0,3,2,11.32,5,3.0,5,1,3,1983,Yes
589,25,No,Unknown,891.0,4.0,2,Unknown,1.0,527,2,Female,99.0,2,2,Sales executive,4,Single,12090.0,1,Yes,Yes,11.0,3.0,2,0,5.0,3,3.0,5,1,3,1998,No
590,30,No,Unknown,1082.0,12.0,3,Unknown,1.0,Unknown,2,Female,83.0,3,2,Sales executive,3,Single,19558.0,0,Unknown,No,11.0,3.15,2,0,11.32,6,3.0,5,4,4,1993,Unknown
591,52,No,Travel_rarely,319.0,32.0,3,Unknown,1.0,Unknown,4,Male,66.03,2,3,Manufacturing director,3,Married,19609.0,2,Yes,Unknown,14.0,3.15,3,0,11.32,4,3.0,5,0,4,1971,No
592,42,No,Travel_frequently,532.0,12.0,2,Unknown,1.0,547,1,Female,92.0,3,2,Research scientist,3,Unknown,12932.0,2,Unknown,No,11.0,3.0,2,1,19.0,3,3.0,5,0,2,1981,No
593,30,No,Travel_rarely,317.0,2.0,3,Life sciences,1.0,548,3,Female,43.0,1,2,Manufacturing director,4,Unknown,24793.0,2,Unknown,No,20.0,4.0,3,0,11.0,2,3.0,5,0,2,1993,Yes
594,35,No,Travel_rarely,144.0,22.0,3,Life sciences,1.0,577,4,Male,46.0,1,1,Laboratory technician,3,Single,19225.0,0,Unknown,No,15.0,3.0,3,0,11.32,2,3.0,5,4,3,1988,No
595,31,No,Travel_rarely,688.0,7.0,3,Unknown,1.0,Unknown,3,Male,44.0,2,3,Manager,4,Divorced,25291.0,9,Yes,Unknown,21.0,4.0,3,1,10.0,3,2.0,5,0,1,1992,Yes
596,35,No,Travel_rarely,195.0,1.0,3,Unknown,1.0,Unknown,1,Female,80.0,3,2,Sales executive,3,Single,6698.0,1,Yes,Unknown,16.0,3.0,4,0,5.0,3,3.0,5,0,3,1988,Yes
597,25,No,Unknown,622.0,13.0,1,Unknown,1.0,Unknown,2,Male,40.0,3,1,Sales representative,3,Unknown,26376.0,1,Yes,Unknown,11.0,3.0,3,0,7.0,1,3.0,7,0,6,1998,Yes
598,32,No,Travel_rarely,646.0,9.0,4,Unknown,1.0,679,1,Female,92.0,3,2,Research scientist,4,Married,18089.0,1,Yes,Unknown,12.0,3.0,4,1,6.0,2,2.76,6,0,5,1991,No
599,47,Yes,Unknown,719.0,27.0,2,Life sciences,1.0,785,2,Female,77.0,4,2,Sales executive,3,Unknown,10339.0,4,Yes,Yes,12.0,3.0,4,0,8.0,2,3.0,5,1,3,1976,No
600,30,No,Travel_frequently,1012.0,5.0,4,Life sciences,1.0,861,2,Male,66.03,2,1,Research scientist,4,Divorced,2373.0,9,Yes,No,12.0,3.0,2,1,10.0,3,2.0,5,0,3,1993,Unknown
601,45,No,Unknown,930.0,9.0,3,Marketing,1.0,864,4,Male,74.0,3,3,Sales executive,1,Divorced,19239.0,4,Unknown,Yes,12.0,3.0,3,1,18.0,2,3.0,5,0,2,1978,No
602,36,No,Travel_rarely,1278.0,8.0,3,Life sciences,1.0,878,1,Male,77.0,2,1,Human resources,1,Unknown,8635.0,0,Unknown,Unknown,21.0,4.0,3,0,11.32,3,3.0,5,0,3,1987,Yes
603,31,No,Unknown,1222.0,11.0,4,Unknown,1.0,895,4,Male,48.0,3,1,Research scientist,4,Unknown,14871.0,3,Unknown,Unknown,19.0,3.0,2,1,11.32,2,3.0,6,0,2,1992,Yes
604,37,No,Travel_frequently,1231.0,21.0,2,Medical,1.0,900,3,Female,54.0,3,1,Sales representative,4,Married,21222.0,5,Unknown,Unknown,15.0,3.0,2,1,11.32,3,3.0,5,0,0,1986,No
605,39,No,Travel_rarely,1383.0,2.0,3,Life sciences,1.0,Unknown,4,Female,42.0,2,2,Human resources,4,Unknown,7790.0,8,Yes,No,11.0,3.0,3,2,13.0,2,3.0,5,0,4,1984,No
606,42,No,Unknown,462.0,14.0,2,Unknown,1.0,936,3,Female,68.0,2,2,Sales executive,3,Unknown,7824.0,7,Unknown,Unknown,17.0,3.0,1,0,11.32,6,3.0,5,0,3,1981,Yes
607,30,No,Travel_rarely,231.0,8.0,2,Unknown,1.0,Unknown,3,Male,62.0,3,3,Sales executive,3,Unknown,9977.0,5,Unknown,No,11.0,3.0,1,1,11.32,2,4.0,8,7,7,1993,No
608,50,No,Unknown,802.09,1.0,2,Medical,1.0,997,4,Male,66.0,3,4,Research director,4,Divorced,6615.0,9,Yes,No,22.0,3.15,3,1,32.0,1,2.0,5,1,3,1973,Yes
609,59,No,Travel_rarely,1089.0,1.0,2,Unknown,1.0,1048,2,Male,66.0,3,3,Manager,4,Unknown,11038.0,3,Unknown,Yes,14.0,3.0,3,1,14.0,1,1.0,6,0,4,1964,Unknown
610,54,No,Unknown,1082.0,2.0,4,Life sciences,1.0,Unknown,3,Female,41.0,2,3,Sales executive,3,Married,8392.0,6,Yes,No,11.0,3.0,2,1,13.0,4,3.0,9,7,0,1969,Yes
611,56,No,Unknown,1240.0,9.0,3,Medical,1.0,1071,1,Female,63.0,3,1,Research scientist,3,Married,12154.0,2,Unknown,No,19.0,3.0,2,1,18.0,4,3.0,5,0,3,1967,No
612,48,No,Unknown,1262.0,1.0,4,Unknown,1.0,1116,1,Male,35.0,4,4,Manager,4,Single,16154.0,2,Yes,No,22.0,3.15,3,0,11.32,3,2.0,5,2,1,1975,Yes
613,39,No,Unknown,439.0,9.0,3,Life sciences,1.0,1132,3,Male,70.0,3,2,Laboratory technician,2,Single,8770.0,9,Unknown,No,15.0,3.0,3,0,9.0,2,2.0,5,0,3,1984,No
614,35,No,Travel_rarely,528.0,8.0,4,Technical degree,1.0,Unknown,3,Male,100.0,3,1,Human resources,3,Unknown,7108.0,1,Yes,No,17.0,3.0,2,0,6.0,2,1.0,5,1,4,1988,Yes
615,42,No,Travel_rarely,647.0,4.0,4,Marketing,1.0,1171,2,Male,45.0,3,2,Sales executive,1,Single,2253.0,7,Unknown,No,13.0,3.0,4,0,11.32,3,2.76,6,1,5,1981,No
616,44,Yes,Unknown,1097.0,10.0,4,Unknown,1.0,1200,3,Male,96.0,3,1,Research scientist,3,Single,10826.0,1,Unknown,Yes,11.0,3.0,3,0,6.0,4,3.0,6,0,2,1979,No
617,29,No,Travel_rarely,942.0,15.0,1,Unknown,1.0,1202,2,Female,69.0,1,1,Research scientist,4,Married,26933.0,0,Yes,Yes,18.0,3.15,1,1,6.0,2,2.0,5,1,3,1994,No
618,33,No,Unknown,147.0,2.0,3,Human resources,1.0,Unknown,2,Male,99.0,3,1,Human resources,3,Unknown,8429.0,1,Yes,No,13.0,3.0,4,1,5.0,2,3.0,5,1,4,1990,Unknown
619,54,No,Travel_frequently,966.0,1.0,4,Unknown,1.0,1245,4,Female,53.0,3,3,Manufacturing director,3,Unknown,9659.0,7,Unknown,No,17.0,3.0,1,1,33.0,2,1.0,5,1,4,1969,No
620,46,No,Unknown,168.0,4.0,2,Unknown,1.0,1280,4,Female,33.0,2,5,Manager,2,Married,9946.0,2,Yes,Unknown,14.0,3.0,3,1,11.32,2,3.0,11,0,8,1977,Yes
621,30,No,Non-travel,802.09,9.0,2,Medical,1.0,Unknown,3,Female,72.0,3,2,Manufacturing director,3,Single,12858.0,7,Unknown,Yes,18.0,3.15,3,0,10.0,3,3.0,8,1,7,1993,Unknown
622,32,Yes,Travel_rarely,1089.0,7.0,2,Life sciences,1.0,1309,4,Male,79.0,3,2,Laboratory technician,3,Unknown,22845.0,1,Unknown,Unknown,18.0,3.0,1,1,11.32,3,3.0,10,1,1,1991,Unknown
623,40,Yes,Unknown,299.0,25.0,4,Unknown,1.0,Unknown,4,Male,57.0,2,3,Sales executive,2,Single,17235.0,2,Yes,Yes,12.0,3.0,3,0,9.0,2,3.0,5,1,0,1983,Yes
624,34,No,Non-travel,999.0,26.0,1,Unknown,1.0,1374,1,Female,92.0,2,1,Research scientist,3,Divorced,15891.0,1,Yes,No,20.0,4.0,3,3,5.0,2,3.0,5,0,0,1989,Yes
625,39,No,Travel_rarely,1498.0,21.0,4,Unknown,1.0,1390,1,Male,44.0,2,2,Sales executive,4,Married,3567.0,3,Yes,Unknown,12.0,3.0,4,2,8.0,2,4.0,5,1,4,1984,No
626,37,No,Unknown,1439.0,4.0,1,Unknown,1.0,Unknown,3,Male,54.0,3,1,Research scientist,3,Married,5182.0,7,Unknown,Yes,15.0,3.0,4,0,8.0,2,3.0,6,1,3,1986,No
627,33,No,Unknown,1111.0,41.0,1,Life sciences,1.0,1395,4,Male,61.0,3,2,Sales executive,4,Married,19293.0,6,Unknown,Unknown,13.0,3.0,1,0,8.0,2,4.0,5,1,2,1990,Unknown
628,39,No,Non-travel,1485.0,25.0,2,Unknown,1.0,1397,3,Male,71.0,3,3,Healthcare representative,3,Unknown,3449.0,3,Unknown,No,21.0,4.0,2,1,13.0,2,3.0,6,0,5,1984,No
629,52,No,Travel_rarely,258.0,8.0,4,Other,1.0,1409,3,Female,54.0,3,1,Laboratory technician,1,Married,17363.0,9,Unknown,No,13.0,3.15,3,0,12.0,2,1.0,5,0,4,1971,Yes
630,36,No,Unknown,1174.0,3.0,4,Unknown,1.0,1425,1,Female,99.0,3,2,Sales executive,2,Single,20763.0,3,Yes,Yes,16.0,3.0,4,0,15.0,3,3.0,5,0,1,1987,Unknown
631,36,No,Unknown,172.0,47.0,4,Life sciences,1.0,1435,4,Male,66.03,2,2,Laboratory technician,4,Single,22604.0,1,Yes,Unknown,16.0,3.0,3,0,10.0,2,2.0,10,1,8,1987,Unknown
632,24,No,Travel_rarely,802.09,4.0,1,Unknown,1.0,1445,4,Female,42.0,3,2,Sales executive,3,Married,15211.0,1,Yes,Yes,12.0,3.0,3,2,11.32,3,3.0,5,0,3,1999,Unknown
633,34,No,Travel_rarely,401.0,1.0,3,Life sciences,1.0,Unknown,4,Female,86.0,2,1,Laboratory technician,2,Unknown,3708.0,5,Yes,No,17.0,3.0,1,1,7.0,2,2.0,5,0,2,1989,No
634,28,No,Unknown,866.0,5.0,3,Unknown,1.0,1469,4,Male,66.03,3,2,Sales executive,1,Single,23490.0,0,Unknown,Unknown,18.0,3.0,4,0,11.32,4,3.0,5,1,3,1995,Yes
635,33,No,Travel_rarely,1099.0,4.0,4,Medical,1.0,Unknown,1,Female,82.0,2,1,Laboratory technician,2,Unknown,8192.0,8,Unknown,No,11.0,3.0,4,0,8.0,5,3.0,5,0,2,1990,Yes
636,47,No,Travel_rarely,571.0,14.0,3,Medical,1.0,1503,3,Female,66.03,3,2,Sales executive,3,Married,24200.0,3,Unknown,Unknown,17.0,3.0,3,1,11.32,4,2.0,5,1,2,1976,Yes
637,40,Yes,Unknown,676.0,9.0,4,Life sciences,1.0,1534,4,Male,86.0,3,1,Laboratory technician,1,Single,21831.0,3,Unknown,Unknown,14.0,3.0,2,0,15.0,3,1.0,5,1,0,1983,No
638,45,No,Travel_rarely,950.0,49.0,3,Technical degree,1.0,1546,4,Male,97.0,3,1,Research scientist,4,Married,4585.0,4,Unknown,No,20.0,4.0,4,1,11.32,3,3.0,5,0,3,1978,Unknown
639,40,No,Travel_rarely,1342.0,9.0,2,Unknown,1.0,1548,1,Male,47.0,3,2,Sales executive,1,Unknown,19345.0,0,Yes,Unknown,12.0,3.0,4,0,11.32,5,4.0,8,7,1,1983,Yes
640,29,No,Unknown,995.0,2.0,1,Life sciences,1.0,Unknown,1,Male,87.0,3,2,Healthcare representative,4,Unknown,24483.0,1,Yes,Unknown,19.0,3.0,4,1,6.0,0,4.0,6,1,3,1994,Unknown
641,40,No,Unknown,118.0,14.0,2,Life sciences,1.0,1598,4,Female,84.0,3,2,Sales executive,1,Married,11262.0,1,Yes,No,15.0,3.0,3,1,5.0,2,3.0,5,1,2,1983,Yes
642,43,No,Unknown,990.0,27.0,3,Unknown,1.0,1599,4,Male,87.0,4,1,Laboratory technician,2,Divorced,5855.0,5,Unknown,Unknown,12.0,3.0,3,1,11.32,0,2.76,6,0,2,1980,No
643,30,No,Unknown,241.0,7.0,3,Unknown,1.0,1609,2,Male,48.0,2,1,Research scientist,2,Unknown,5348.0,1,Unknown,No,12.0,3.0,2,1,6.0,3,2.0,6,1,1,1993,Yes
644,38,No,Unknown,802.09,2.0,2,Unknown,1.0,1638,4,Female,54.0,2,3,Manufacturing director,3,Unknown,14199.0,3,Unknown,Unknown,19.0,3.0,4,1,10.0,6,4.0,5,0,2,1985,Unknown
645,37,No,Travel_rarely,1470.0,10.0,3,Unknown,1.0,1640,2,Female,71.0,3,1,Research scientist,2,Married,9953.0,1,Unknown,Unknown,11.0,3.0,1,1,8.0,2,1.0,8,7,7,1986,No
646,39,No,Travel_rarely,492.0,12.0,3,Medical,1.0,Unknown,4,Male,66.0,3,2,Manufacturing director,2,Unknown,7693.0,4,Unknown,No,21.0,4.0,3,0,11.32,3,3.0,5,1,0,1984,Yes
647,36,No,Travel_rarely,1040.0,11.0,2,Life sciences,1.0,1664,1,Male,79.0,4,2,Healthcare representative,1,Divorced,26308.0,6,Unknown,No,20.0,4.0,1,1,13.0,3,3.0,5,0,4,1987,Yes
648,23,Yes,Travel_rarely,1320.0,8.0,1,Medical,1.0,1684,4,Male,93.0,2,1,Laboratory technician,3,Single,20586.0,1,Yes,Unknown,11.0,3.15,1,0,5.0,2,3.0,5,1,2,2000,Yes
649,35,No,Unknown,146.0,2.0,4,Unknown,1.0,1704,1,Male,79.0,2,1,Research scientist,4,Unknown,13970.0,0,Unknown,Yes,14.0,3.0,3,0,6.0,2,4.0,5,1,4,1988,Yes
650,31,No,Travel_frequently,163.0,24.0,1,Technical degree,1.0,1736,4,Female,30.0,3,2,Manufacturing director,4,Single,6670.0,2,Yes,Unknown,20.0,4.0,4,0,9.0,3,2.0,5,1,4,1992,Yes
651,38,No,Travel_rarely,1153.0,6.0,2,Other,1.0,1782,4,Female,40.0,2,1,Laboratory technician,3,Married,16376.0,1,Yes,No,11.0,3.0,2,1,5.0,3,3.0,5,0,4,1985,Unknown
652,35,No,Unknown,185.0,23.0,4,Medical,1.0,1826,2,Male,91.0,1,1,Laboratory technician,3,Married,9696.0,0,Yes,Unknown,16.0,3.15,2,1,6.0,2,4.0,5,0,3,1988,Yes
653,40,No,Unknown,750.0,12.0,3,Unknown,1.0,Unknown,2,Female,47.0,3,2,Healthcare representative,1,Unknown,10748.0,2,Unknown,Unknown,12.0,3.0,2,1,15.0,3,3.0,7,7,7,1983,Yes
654,27,No,Travel_frequently,1297.0,48.0,2,Unknown,1.0,1850,4,Female,66.03,3,1,Laboratory technician,4,Single,19826.0,0,Unknown,Yes,14.0,3.0,3,0,6.0,3,2.0,5,0,2,1996,Unknown
655,41,No,Unknown,337.0,8.0,3,Unknown,1.0,1909,3,Female,54.0,3,2,Sales executive,2,Unknown,26841.0,5,Yes,No,21.0,4.0,3,1,14.0,3,3.0,5,1,4,1982,Yes
656,33,No,Travel_rarely,217.0,15.0,4,Marketing,1.0,1924,2,Male,43.0,3,2,Sales executive,3,Single,10410.0,1,Yes,No,14.0,3.0,2,0,11.32,2,2.0,10,0,9,1990,No
657,49,No,Unknown,1064.0,2.0,1,Life sciences,1.0,1941,2,Male,42.0,3,5,Research director,4,Married,13738.0,3,Unknown,No,15.0,3.0,4,0,28.0,3,3.0,5,4,3,1974,No
658,36,No,Non-travel,1351.0,9.0,4,Unknown,1.0,1949,1,Male,66.0,4,1,Laboratory technician,2,Unknown,9238.0,1,Unknown,No,22.0,4.0,2,0,5.0,3,3.0,5,0,2,1987,Unknown
659,41,No,Unknown,930.0,3.0,3,Life sciences,1.0,Unknown,3,Male,57.0,2,2,Sales executive,2,Divorced,12227.0,2,Yes,Unknown,11.0,3.0,3,1,14.0,5,3.0,5,0,4,1982,No
660,29,No,Unknown,468.0,41.0,4,Medical,1.0,Unknown,4,Female,73.0,2,1,Research scientist,1,Single,8489.0,1,Yes,No,14.0,3.0,2,0,5.0,3,1.0,5,0,4,1994,Yes
661,31,No,Non-travel,802.09,5.0,3,Medical,1.0,Unknown,2,Male,74.0,3,2,Manufacturing director,1,Unknown,3787.0,0,Yes,No,19.0,3.0,2,0,10.0,2,3.0,9,1,7,1992,Yes
662,36,Yes,Travel_rarely,1218.0,9.0,4,Life sciences,1.0,27,3,Male,82.0,2,1,Sales representative,1,Single,6986.0,7,Yes,No,23.0,4.0,2,0,11.32,4,2.76,5,0,3,1987,No
663,43,No,Travel_rarely,1273.0,2.0,2,Medical,1.0,46,4,Female,72.0,4,1,Research scientist,3,Unknown,21923.0,1,Unknown,No,12.0,3.0,4,2,6.0,3,2.0,5,1,4,1980,No
664,33,No,Travel_frequently,1141.0,18.0,3,Life sciences,1.0,52,1,Female,42.0,4,2,Sales executive,1,Married,3193.0,2,Unknown,No,19.0,3.15,1,2,11.32,3,3.0,5,1,3,1990,No
665,44,No,Unknown,1488.0,1.0,5,Marketing,1.0,68,2,Female,75.0,3,2,Sales executive,1,Unknown,4009.0,5,Unknown,Unknown,21.0,4.0,3,1,9.0,2,2.0,4,1,3,1979,No
666,38,No,Unknown,653.0,29.0,5,Life sciences,1.0,79,4,Female,50.0,3,2,Laboratory technician,4,Single,5456.0,1,Unknown,No,11.0,3.0,4,0,10.0,2,3.0,10,9,9,1985,Unknown
667,50,No,Unknown,989.0,7.0,2,Medical,1.0,80,2,Female,43.0,2,5,Research director,3,Divorced,16701.0,5,Unknown,Unknown,12.0,3.15,4,1,11.32,2,2.0,27,13,8,1973,No
668,59,No,Travel_frequently,1225.0,1.0,1,Unknown,1.0,91,1,Female,57.0,2,2,Sales executive,3,Single,24668.0,7,Yes,No,11.0,3.15,4,0,20.0,2,2.0,4,1,3,1964,No
669,40,No,Travel_frequently,530.0,1.0,4,Life sciences,1.0,119,3,Male,78.0,2,4,Healthcare representative,2,Married,14115.0,1,Unknown,No,22.0,4.0,4,1,22.0,3,2.0,22,11,11,1983,No
670,54,No,Travel_rarely,1217.0,2.0,4,Technical degree,1.0,126,1,Female,60.0,3,3,Research director,3,Unknown,24001.0,9,Unknown,No,12.0,3.0,1,1,16.0,5,1.0,4,0,3,1969,No
671,50,No,Unknown,802.09,47.0,3,Unknown,1.0,Unknown,1,Female,73.0,3,5,Research director,2,Unknown,9755.0,3,Unknown,Yes,19.0,3.0,1,0,28.0,1,2.0,8,0,7,1973,Unknown
